Kenosha;WI,2020-03-08T15:26Z,2020-03-08T20:06Z,3.00,1,11,15
Kenosha;WI,2020-03-08T15:26Z,2020-03-08T20:06Z,2.00,1,6,9
Kenosha;WI,2020-03-08T15:26Z,2020-03-08T20:06Z,3.00,1,7,11
Kenosha;WI,2020-03-08T15:26Z,2020-03-08T20:06Z,3.00,1,4.96,8.96
Kenosha;WI,2020-03-08T15:26Z,2020-03-08T20:06Z,3.00,1,5,9
Kenosha;WI,2020-03-08T15:26Z,2020-03-08T20:06Z,3.00,1,3,7
Kenosha;WI,2020-03-08T15:26Z,2020-03-08T20:06Z,5.50,0,3,8.5
Kenosha;WI,2020-03-08T15:26Z,2020-03-08T20:06Z,7.00,0,4,11
Kenosha;WI,2020-03-09T11:08Z,2020-03-09T15:55Z,2.00,0,2,4
Kenosha;WI,2020-03-09T11:08Z,2020-03-09T15:55Z,3.00,0,2,5
Kenosha;WI,2020-03-09T11:08Z,2020-03-09T15:55Z,3.00,0,5,8
Kenosha;WI,2020-03-09T11:08Z,2020-03-09T15:55Z,3.00,1,3,7
Kenosha;WI,2020-03-09T11:08Z,2020-03-09T15:55Z,3.00,1,5,9
Kenosha;WI,2020-03-09T11:08Z,2020-03-09T15:55Z,3.00,1,3,7
Kenosha;WI,2020-03-09T11:08Z,2020-03-09T15:55Z,3.00,1,4,8
Kenosha;WI,2020-03-09T11:08Z,2020-03-09T15:55Z,3.00,1,5,9
Kenosha;WI,2020-03-09T11:08Z,2020-03-09T15:55Z,2.00,1,2,5
Kenosha;WI,2020-03-09T11:08Z,2020-03-09T15:55Z,3.00,1,5,9
Kenosha;WI,2020-03-09T11:08Z,2020-03-09T15:55Z,3.00,1,4,8
Kenosha;WI,2020-03-10T11:09Z,2020-03-10T15:00Z,3.00,0,3,6
Kenosha;WI,2020-03-10T11:09Z,2020-03-10T15:00Z,6.00,0,6,12
Kenosha;WI,2020-03-10T11:09Z,2020-03-10T15:00Z,3.00,0,3,6
Kenosha;WI,2020-03-10T11:09Z,2020-03-10T15:00Z,3.00,0,6,9
Kenosha;WI,2020-03-10T11:09Z,2020-03-10T15:00Z,4.00,0,5,9
Kenosha;WI,2020-03-10T11:09Z,2020-03-10T15:00Z,3.00,0,5,8
Kenosha;WI,2020-03-10T11:09Z,2020-03-10T15:00Z,7.00,0,3,10
Kenosha;WI,2020-03-10T11:09Z,2020-03-10T15:00Z,3.00,0,5,8
Kenosha;WI,2020-03-10T11:09Z,2020-03-10T15:00Z,2.00,0,3,5
Kenosha;WI,2020-03-10T17:07Z,2020-03-10T20:42Z,2.00,0,0,2
Kenosha;WI,2020-03-10T17:07Z,2020-03-10T20:42Z,3.00,0,5,8
Kenosha;WI,2020-03-10T17:07Z,2020-03-10T20:42Z,3.00,0,8,11
Kenosha;WI,2020-03-10T17:07Z,2020-03-10T20:42Z,3.00,0,5,8
Kenosha;WI,2020-03-10T17:07Z,2020-03-10T20:42Z,3.00,0,4,7
Kenosha;WI,2020-03-10T17:07Z,2020-03-10T20:42Z,3.00,0,5,8
Kenosha;WI,2020-03-10T17:07Z,2020-03-10T20:42Z,3.50,0,2.92,6.42
Kenosha;WI,2020-03-10T17:07Z,2020-03-10T20:42Z,3.00,0,2,5
Kenosha;WI,2020-03-11T11:19Z,2020-03-11T15:16Z,3.00,0,5,8
Kenosha;WI,2020-03-11T11:19Z,2020-03-11T15:16Z,3.00,0,4,7
Kenosha;WI,2020-03-11T11:19Z,2020-03-11T15:16Z,6.00,0,3,9
Kenosha;WI,2020-03-11T11:19Z,2020-03-11T15:16Z,3.75,0,5,8.75
Kenosha;WI,2020-03-11T11:19Z,2020-03-11T15:16Z,3.00,0,5,8
Kenosha;WI,2020-03-11T11:19Z,2020-03-11T15:16Z,6.50,0,2,8.5
Kenosha;WI,2020-03-11T11:19Z,2020-03-11T15:16Z,3.00,0,5,8
Kenosha;WI,2020-03-11T11:19Z,2020-03-11T15:16Z,2.00,0,5,7
Kenosha;WI,2020-03-11T11:19Z,2020-03-11T15:16Z,3.00,0,7,10
Kenosha;WI,2020-03-11T16:32Z,2020-03-11T20:34Z,2.00,0,5,7
Kenosha;WI,2020-03-11T16:32Z,2020-03-11T20:34Z,3.00,0,4,7
