2020-4-3T11:07Z,20,Kenosha;WI,219.92,2.02,DoorDashKenosha;WI219.922020-4-3T11:07Z2020-4-3T21:01Z20,2020-4-3T21:01Z,22.21
2020-6-17T16:41Z,6,Kenosha;WI,74.00,1.61,DoorDashKenosha;WI74.002020-6-17T16:41Z2020-6-17T20:25Z6,2020-6-17T20:25Z,19.82
2020-3-10T11:09Z,9,Kenosha;WI,73.00,2.34,DoorDashKenosha;WI73.002020-3-10T11:09Z2020-3-10T15:00Z9,2020-3-10T15:00Z,18.96
2020-4-2T11:01Z,13,Kenosha;WI,100.00,2.82,DoorDashKenosha;WI100.002020-4-2T11:01Z2020-4-2T15:38Z13,2020-4-2T15:38Z,21.66
2020-6-29T14:08Z,3,Kenosha;WI,22.66,1.65,DoorDashKenosha;WI22.662020-6-29T14:08Z2020-6-29T15:57Z3,2020-6-29T15:57Z,12.47
2020-4-29T17:29Z,3,Kenosha;WI,32.50,2.31,DoorDashKenosha;WI32.502020-4-29T17:29Z2020-4-29T18:47Z3,2020-4-29T18:47Z,25.00
2020-7-14T16:30Z,8,Kenosha;WI,67.14,1.98,DoorDashKenosha;WI67.142020-7-14T16:30Z2020-7-14T20:33Z8,2020-7-14T20:33Z,16.58
2020-3-12T11:10Z,7,Kenosha;WI,56.25,1.77,DoorDashKenosha;WI56.252020-3-12T11:10Z2020-3-12T15:07Z7,2020-3-12T15:07Z,14.24
2020-7-1T16:34Z,6,Kenosha;WI,53.00,2.13,DoorDashKenosha;WI53.002020-7-1T16:34Z2020-7-1T19:23Z6,2020-7-1T19:23Z,18.82
2020-4-11T16:27Z,6,Kenosha;WI,89.23,1.23,DoorDashKenosha;WI89.232020-4-11T16:27Z2020-4-11T21:19Z6,2020-4-11T21:19Z,18.33
2020-3-11T16:32Z,6,Kenosha;WI,53.65,1.49,DoorDashKenosha;WI53.652020-3-11T16:32Z2020-3-11T20:34Z6,2020-3-11T20:34Z,13.30
2020-5-18T17:12Z,7,Kenosha;WI,54.21,2.33,DoorDashKenosha;WI54.212020-5-18T17:12Z2020-5-18T20:12Z7,2020-5-18T20:12Z,18.07
2020-8-19T16:37Z,8,Kenosha;WI,76.06,2.03,DoorDashKenosha;WI76.062020-8-19T16:37Z2020-8-19T20:33Z8,2020-8-19T20:33Z,19.34
2020-4-1T11:05Z,24,Kenosha;WI,189.93,2.48,DoorDashKenosha;WI189.932020-4-1T11:05Z2020-4-1T20:45Z24,2020-4-1T20:45Z,19.65
2020-4-15T11:09Z,25,Kenosha;WI,217.76,2.73,DoorDashKenosha;WI217.762020-4-15T11:09Z2020-4-15T20:18Z25,2020-4-15T20:18Z,23.80
